iter	Logloss
0	0.5120870254
1	0.4539681786
2	0.3971555229
3	0.3518092118
4	0.3121318771
5	0.2764175407
6	0.269376399
7	0.2366074823
8	0.2329088512
9	0.2169428065
10	0.2028991797
11	0.1931421516
12	0.1817726785
13	0.1743576558
14	0.1667803246
15	0.1600877233
16	0.1541589654
17	0.1422327249
18	0.1313847705
19	0.1139524963
20	0.1019686497
21	0.09725102461
22	0.09002188238
23	0.08492107493
24	0.07697955419
25	0.07286476228
26	0.06622924228
27	0.06014874961
28	0.0548151923
29	0.04992443345
30	0.04744902676
31	0.04510376549
32	0.04303577948
33	0.04165715425
34	0.03957902226
35	0.03545182863
36	0.03255384955
37	0.03094712945
38	0.02967680079
39	0.02813275472
40	0.02742997445
41	0.02539857208
42	0.02398071858
43	0.02222326474
44	0.02112033636
45	0.02039585222
46	0.01971124098
47	0.01899155454
48	0.01870068533
49	0.01788704423
50	0.01733814086
51	0.01672923765
52	0.01639846089
53	0.01564957637
54	0.01512693351
55	0.01447925681
56	0.01393776257
57	0.01346212987
58	0.0128199322
59	0.0123751031
60	0.01196713051
61	0.01178389775
62	0.0113539667
63	0.01097206814
64	0.01066377154
65	0.01040941806
66	0.0101803683
67	0.009777394353
68	0.009308122556
69	0.009028483674
70	0.008823892573
71	0.008631426858
72	0.008470439536
73	0.008353745765
74	0.008024097827
75	0.007894110857
76	0.007638736575
77	0.007558186785
78	0.007361907005
79	0.007361861424
80	0.007282587721
81	0.007128469091
82	0.007042343492
83	0.006932940889
84	0.006632602514
85	0.006415090721
86	0.006186765473
87	0.00608671567
88	0.005914651959
89	0.005849921892
90	0.005849910819
91	0.005820873982
92	0.005753484478
93	0.005576623318
94	0.0054479459
95	0.005372438831
96	0.00523931817
97	0.005144192071
98	0.005004723305
99	0.004941890333
100	0.004805630471
101	0.004805630471
102	0.004742016346
103	0.00474200171
104	0.004655745188
105	0.004632510496
106	0.004535054288
107	0.004535009107
108	0.004525673252
109	0.004525616361
110	0.004494959084
111	0.004389910025
112	0.004389891833
113	0.004389692425
114	0.004338654055
115	0.004247900605
116	0.00409488695
117	0.003964958508
118	0.003898271981
119	0.003797999993
120	0.003743384284
121	0.003685564294
122	0.003685323867
123	0.003630566806
124	0.003630321772
125	0.003584525154
126	0.003561871356
127	0.003457348316
128	0.003400115966
129	0.003400033196
130	0.003399851843
131	0.003391837659
132	0.003391801585
133	0.00336989388
134	0.003343352627
135	0.003343341964
136	0.003343329468
137	0.003343247187
138	0.003343162513
139	0.003342763953
140	0.003342745918
141	0.003342666694
142	0.003342511997
143	0.003342444253
144	0.003342310058
145	0.003342279124
146	0.003341825544
147	0.003261612083
148	0.003216112021
149	0.00318278767
150	0.003182759611
151	0.003182723263
152	0.003182723263
153	0.003182723263
154	0.003182568496
155	0.003182349398
156	0.003182181777
157	0.003182122561
158	0.003181886189
159	0.003159779782
160	0.003120575782
161	0.00309638555
162	0.003096284783
163	0.003096213756
164	0.003095977377
165	0.003029302406
166	0.002990761104
167	0.002957955042
168	0.002957943366
169	0.00295776244
170	0.002957636926
171	0.002916656025
172	0.002851462073
173	0.002804159313
174	0.002804112441
175	0.002773018938
176	0.002767755156
177	0.002767739975
178	0.002767682557
179	0.002745715385
180	0.002730106842
181	0.002729963487
182	0.00272994055
183	0.002729834084
184	0.002729727746
185	0.002729621537
186	0.002729589783
187	0.002729483751
188	0.002729377847
189	0.002729341258
190	0.002729319731
191	0.00266525207
192	0.002665205685
193	0.002651514521
194	0.002651386169
195	0.002651277853
196	0.002651169675
197	0.002651169675
198	0.002651169675
199	0.002651169675
200	0.002651169675
201	0.002651169675
202	0.002651169675
203	0.002651169675
204	0.002651169675
205	0.002651169675
206	0.002651169675
207	0.002651169675
208	0.002651169675
209	0.002651148313
210	0.002651134806
211	0.002650445602
212	0.002646380732
213	0.002646304382
214	0.0026461972
215	0.002646090153
216	0.00264594838
217	0.002645841433
218	0.002645828078
219	0.002645721282
220	0.002645579581
221	0.002617674693
222	0.002617636995
223	0.002617577019
224	0.002617516166
225	0.002617465488
226	0.002617405591
227	0.002617350388
228	0.002617320458
229	0.002617294846
230	0.002617269242
231	0.002617209407
232	0.002617183813
233	0.002617123105
234	0.002617097521
235	0.002617071944
236	0.002617046376
237	0.002616986623
238	0.002616884412
239	0.002616823793
240	0.002616786853
241	0.002616254016
242	0.002616240013
243	0.00261619572
244	0.002616094009
245	0.002616090519
246	0.002616080485
247	0.002616060265
248	0.00261594107
249	0.002614979785
250	0.00261492505
251	0.002614904903
252	0.00261487543
253	0.002614824716
254	0.002614765796
255	0.002614736352
256	0.002614500998
257	0.002614421711
258	0.002614186985
259	0.002614056211
260	0.00261399771
261	0.002613930353
262	0.002613829045
263	0.002613797559
264	0.002613438114
265	0.002613055898
266	0.002613025603
267	0.002613025603
268	0.002613000375
269	0.002612975156
270	0.002612938183
271	0.002612806093
272	0.002612689128
273	0.002612689128
274	0.002612588463
275	0.002612471655
276	0.002612354989
277	0.002612281035
278	0.002612080085
279	0.002611963569
280	0.002611847197
281	0.002611746966
282	0.002611646859
283	0.002611588748
284	0.002611189215
285	0.002611137348
286	0.002611079302
287	0.002611021291
288	0.00261082241
289	0.00259711453
290	0.002597063188
291	0.002597051271
292	0.002596992108
293	0.002596896817
294	0.002596837698
295	0.002596604966
296	0.002596557387
297	0.002596499324
298	0.002596414681
299	0.00259638566
300	0.00259630813
301	0.002596223594
302	0.002596211707
303	0.002596116644
304	0.002596021696
305	0.002595869166
306	0.002595566237
307	0.002595526267
308	0.002595467434
309	0.002577825809
310	0.002544516086
311	0.002544486122
312	0.002544378781
313	0.002544352345
314	0.002544245164
315	0.002544034098
316	0.002543823528
317	0.002543797255
318	0.00254377099
319	0.002543744732
320	0.002543718482
321	0.002533316279
322	0.002532455988
323	0.002518172589
324	0.00251811023
325	0.002518008865
326	0.00251790625
327	0.002517845298
328	0.002517744169
329	0.002517693657
330	0.002517643175
331	0.00251759204
332	0.002517540936
333	0.002517518893
334	0.002517326511
335	0.002517301311
336	0.002517276119
337	0.00251722822
338	0.002517203035
339	0.002517177519
340	0.002517079912
341	0.002516596568
342	0.00251629267
343	0.002516257375
344	0.002516053544
345	0.002515957457
346	0.00251585574
347	0.002515831999
348	0.002515825648
349	0.002515425716
350	0.002515425716
351	0.002515325948
352	0.002515224958
353	0.002514625687
354	0.002514582315
355	0.002514531873
356	0.002514391434
357	0.002514355968
358	0.002514154433
359	0.002514129288
360	0.00251332947
361	0.002513311303
362	0.002513286735
363	0.002513188516
364	0.002512989747
365	0.002512891874
366	0.002512794114
367	0.002512744633
368	0.002512257897
369	0.002512153804
370	0.002512118873
371	0.002512020554
372	0.002511972089
373	0.002511778428
374	0.002511729461
375	0.002511681165
376	0.002511104117
377	0.002511086794
378	0.002510699256
379	0.002510681661
380	0.002510602587
381	0.002510566991
382	0.002510376287
383	0.002510376287
384	0.002510364231
385	0.002510279673
386	0.002510184552
387	0.002510088282
388	0.0025100435
389	0.0025100435
390	0.002509947323
391	0.002509912491
392	0.002509817682
393	0.002509817682
394	0.002509793688
395	0.002509770015
396	0.002509746348
397	0.002509667533
398	0.002509588807
399	0.00250954409
400	0.002509448212
401	0.002509378725
402	0.002509306868
403	0.002509262872
404	0.002509228216
405	0.002509216249
406	0.002509121791
407	0.002509075045
408	0.002508886459
409	0.002508826697
410	0.00250875524
411	0.00250872066
412	0.002508708906
413	0.002508697
414	0.002508618924
415	0.00250857978
416	0.002508532796
417	0.002508509007
418	0.002508497115
419	0.002508497115
420	0.002508497115
421	0.002508457996
422	0.002508418899
423	0.002508379825
424	0.002508379825
425	0.00250836809
426	0.002508356357
427	0.002508344472
428	0.002508332588
429	0.002508293537
430	0.002508239847
431	0.002508144824
432	0.002507671433
433	0.002507634773
434	0.00250760031
435	0.002507565444
436	0.002507531039
437	0.002507496663
438	0.002507485017
439	0.002507391884
440	0.002507314014
441	0.002490614115
442	0.002490614115
443	0.002490602663
444	0.002490530667
445	0.002490507489
446	0.002490484596
447	0.002490484596
448	0.002490461711
449	0.002490440868
450	0.002490297135
451	0.002489693286
452	0.002489124995
453	0.002489033588
454	0.002488972116
455	0.0024888905
456	0.002488819875
457	0.00248880832
458	0.002488737772
459	0.002488667302
460	0.002488596908
461	0.002488546279
462	0.002473893361
463	0.002461112079
464	0.002461090348
465	0.002461073887
466	0.002461051906
467	0.002461035449
468	0.002461018997
469	0.002461000381
