iter	Logloss
864	0.01638617072
865	0.01635488598
866	0.01634574775
867	0.01634141296
868	0.01627441354
869	0.01626331302
870	0.01625278391
871	0.01619324832
872	0.01616381728
873	0.01614246555
874	0.01612793757
875	0.01610485609
876	0.01606698334
877	0.01604073068
878	0.0160118372
879	0.01599798217
880	0.01596743514
881	0.0159290225
882	0.01592563081
883	0.0158860425
884	0.01586320031
885	0.01583106944
886	0.01579416314
887	0.01575007598
888	0.01572533946
889	0.01568896102
890	0.01565568963
891	0.01564926382
892	0.0156296497
893	0.01559546774
894	0.01557959251
895	0.01553053379
896	0.0155023712
897	0.01549589503
898	0.01547157941
899	0.01544728357
900	0.01541142529
901	0.01536450981
902	0.01533790149
903	0.01532958629
904	0.01531625927
905	0.01530049354
906	0.01528369454
907	0.01527733137
908	0.01524970062
909	0.01524047729
910	0.01520901113
911	0.01516731419
912	0.01512941812
913	0.01510264094
914	0.01509477622
915	0.01506162203
916	0.01503165057
917	0.015023669
918	0.01498555747
919	0.01497349531
920	0.01495883405
921	0.01494410931
922	0.01494410931
923	0.01492136908
924	0.01491846129
925	0.01488452498
926	0.01485973763
927	0.01485973508
928	0.01482992719
929	0.01481668991
930	0.01481071175
931	0.01478410292
932	0.0147680386
933	0.01475265997
934	0.01473349297
935	0.01472298217
936	0.01470617873
937	0.0146809086
938	0.01466893315
939	0.01463376883
940	0.01462079489
941	0.01459607478
942	0.0145792382
943	0.01456876064
944	0.01453885219
945	0.01451738554
946	0.01450495727
947	0.01447925551
948	0.01446352835
949	0.01444968852
950	0.01444721218
951	0.01443368181
952	0.01440709327
953	0.01438193787
954	0.01436509045
955	0.01433213836
956	0.01430277103
957	0.01429023605
958	0.01427131868
959	0.014251632
960	0.01423048866
961	0.01421288081
962	0.01420216615
963	0.01417295892
964	0.01415593831
965	0.01413124183
966	0.01411915516
967	0.0140910096
968	0.01407399314
969	0.0140500854
970	0.01402827686
971	0.01399885975
972	0.01398503902
973	0.01396561166
974	0.0139488256
975	0.01392744329
976	0.01390731192
977	0.01389720898
978	0.01386584875
979	0.0138459999
980	0.01383520325
981	0.01381365796
982	0.01378780446
983	0.01378780051
984	0.01376001478
985	0.01373840561
986	0.01370359254
987	0.0136718312
988	0.01365864916
989	0.01363350553
990	0.01360671843
991	0.01358939794
992	0.01358939677
993	0.01358714891
994	0.01358498441
995	0.01357591369
996	0.01355683983
997	0.013548328
998	0.01353578291
999	0.01352546469
.01637536185
1638964816999	0.01176966293
105556158
999	0.0105416295
